pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
50576,tcp,192.168.100.149,5347,192.168.100.5,80,49099,0,42,0,3,0,42,0,0.103979,0,1,DoS,TCP
2882928,udp,192.168.100.149,64430,192.168.100.3,80,254311,0.07546,100,4.069894,4,4.145368,100,0,0.484545,4.220841,1,DDoS,UDP
2529585,tcp,192.168.100.147,18870,192.168.100.3,80,91897,0.171307,46,0,1,0.170711,100,0.030719,0.127362,0.361609,1,DDoS,TCP
1654179,tcp,192.168.100.147,4056,192.168.100.3,80,2938,0.001823,100,0,1,0.001823,100,0,0.227372,0.003646,1,DDoS,TCP
400837,tcp,192.168.100.148,19562,192.168.100.6,80,137208,0.124852,100,0,1,0.113187,100,0.070687,0.140233,0.265666,1,DoS,TCP
513808,tcp,192.168.100.150,18264,192.168.100.3,80,250181,0,100,0.178549,1,0.178549,100,0,5.600703,0.178549,1,DoS,TCP
1421262,udp,192.168.100.150,33162,192.168.100.3,80,17519,1.222916,100,1.740885,4,4.186588,100,0,0.586633,4.817836,1,DoS,UDP
1219553,udp,192.168.100.147,24794,192.168.100.7,80,77964,0.532688,100,3.61593,4,3.99781,100,0,0.215926,4.912067,1,DoS,UDP
3375556,udp,192.168.100.149,10399,192.168.100.3,80,222628,1.943128,75,0,4,2.747814,100,0,0.484657,4.149216,1,DDoS,UDP
2477090,tcp,192.168.100.148,54700,192.168.100.3,80,39402,1.148569,90,0,7,0.907424,100,0,0.076671,2.527863,1,DDoS,TCP
1365149,udp,192.168.100.148,10571,192.168.100.6,80,223560,2.073462,78,0,4,2.072582,78,0,0.184929,4.23054,1,DoS,UDP
443810,tcp,192.168.100.147,36980,192.168.100.7,80,180181,0,100,0,3,0,100,0,0.162245,0,1,DoS,TCP
2879446,udp,192.168.100.149,62735,192.168.100.3,80,250829,0.119852,93,4.070094,4,4.189955,100,0,0.480417,4.309815,1,DDoS,UDP
1902063,tcp,192.168.100.149,135,192.168.100.3,80,250822,0,89,0,3,0,100,0,0,0,1,DDoS,TCP
1955897,tcp,192.168.100.150,23885,192.168.100.3,80,42500,2.230098,68,0,3,2.230098,100,0,0.136149,4.460197,1,DDoS,TCP
1984745,tcp,192.168.100.147,29434,192.168.100.3,80,71351,0.246499,100,3.032024,3,3.368013,100,0,0.294375,3.61647,1,DDoS,TCP
775405,udp,192.168.100.150,42685,192.168.100.3,80,158128,0.149324,100,4.321858,4,4.519515,100,0,0.399606,4.732396,1,DoS,UDP
947,tcp,192.168.100.150,51960,192.168.100.3,80,955,0.945521,100,0,1,0.668639,100,0.249323,0.356166,2.005808,1,DoS,HTTP
67051,tcp,192.168.100.148,22272,192.168.100.6,80,65574,0.006318,100,0,3,0.003159,100,0,0.12792,0.015795,1,DoS,TCP
2955255,udp,192.168.100.149,24749,192.168.100.3,80,64477,0.951412,61,2.041567,4,3.387055,100,0,0.493025,4.064637,1,DDoS,UDP
2324920,tcp,192.168.100.147,3634,192.168.100.3,80,149380,1.41591,100,0,3,1.999864,100,0,0.323076,3.087026,1,DDoS,TCP
3190270,udp,192.168.100.149,38471,192.168.100.3,80,37342,0.995208,100,2.027673,4,3.434796,100,0,0.485561,4.164066,1,DDoS,UDP
1432647,udp,192.168.100.149,28521,192.168.100.5,80,28904,0.166464,71,3.240996,4,3.40472,71,0,0.281409,3.675427,1,DoS,UDP
2224663,tcp,192.168.100.149,43205,192.168.100.3,80,49122,1.696136,47,0,1,2.397949,100,0,0.37721,3.648863,1,DDoS,TCP
925039,udp,192.168.100.148,17526,192.168.100.6,80,45605,0.006109,100,3.569778,4,3.577174,100,0,0.279637,3.586962,1,DoS,UDP
903370,udp,192.168.100.147,37068,192.168.100.7,80,23936,0.454304,70,1.367373,4,2.382773,70,0,0.404705,2.60492,1,DoS,UDP
1252849,udp,192.168.100.148,41374,192.168.100.6,80,111260,2.04358,59,0,4,1.667306,59,0,0.189933,4.294296,1,DoS,UDP
1667652,tcp,192.168.100.148,7408,192.168.100.3,80,16411,0.034807,87,0.021596,1,0.056403,100,0.101811,0.305433,0.091211,1,DDoS,TCP
3091100,udp,192.168.100.150,49913,192.168.100.3,80,200322,1.89742,68,0,4,2.683357,100,0,0.494555,4.025758,1,DDoS,UDP
2963071,udp,192.168.100.148,60350,192.168.100.3,80,72293,0.629452,41,2.768117,4,3.658294,100,0,0.728946,4.10513,1,DDoS,UDP
248884,tcp,192.168.100.150,58956,192.168.100.3,80,247407,0,100,0.169426,1,0.169426,100,0,5.902282,0.169426,1,DoS,TCP
1583336,udp,192.168.100.148,23876,192.168.100.6,80,179593,0.029196,100,3.985549,4,4.026725,100,0,0.247999,4.049568,1,DoS,UDP
3469592,udp,192.168.100.150,587,192.168.100.3,80,54511,0.98004,100,1.992789,4,3.37876,100,0,0.493523,4.077419,1,DDoS,UDP
781761,udp,192.168.100.149,32158,192.168.100.5,80,164484,2.110601,100,0,4,2.109255,100,0,0.208316,4.325107,1,DoS,UDP
810953,udp,192.168.100.147,62725,192.168.100.7,80,193676,1.045785,100,0,4,2.090309,100,0,0.323716,2.674712,1,DoS,UDP
1989137,tcp,192.168.100.147,31540,192.168.100.3,80,75743,0.227029,100,3.171508,1,3.492156,100,0.146259,0.407746,3.666685,1,DDoS,TCP
3192938,udp,192.168.100.150,42766,192.168.100.3,80,40010,0.970122,96,2.032948,4,3.404787,100,0,0.490409,4.106476,1,DDoS,UDP
2724606,udp,192.168.100.149,10117,192.168.100.3,80,95989,2.12082,63,0,4,2.966176,100,0,0.385651,4.834186,1,DDoS,UDP
1362601,udp,192.168.100.149,17292,192.168.100.5,80,221012,1.755613,82,0,4,2.126214,82,0,0.237316,4.020722,1,DoS,UDP
1389681,udp,192.168.100.149,36856,192.168.100.5,80,248093,1.680145,100,0,4,2.049477,100,0,0.254942,3.690291,1,DoS,UDP
830772,udp,192.168.100.149,43254,192.168.100.5,80,213495,2.106269,58,0,4,2.10532,58,0,0.21737,4.300051,1,DoS,UDP
732943,udp,192.168.100.150,28476,192.168.100.3,80,115666,0.136745,100,4.453482,4,4.631521,100,0,0.389356,4.800869,1,DoS,UDP
795475,udp,192.168.100.147,59343,192.168.100.7,80,178198,1.048839,100,0,4,2.095306,100,0,0.320155,2.710882,1,DoS,UDP
363297,tcp,192.168.100.147,15474,192.168.100.7,80,99667,1.774333,33,0,3,1.024412,33,0,0.179315,4.097647,1,DoS,TCP
3441607,udp,192.168.100.148,36402,192.168.100.3,80,26526,0.645072,100,2.757133,4,3.668846,100,0,0.72899,4.152278,1,DDoS,UDP
2847548,udp,192.168.100.149,46902,192.168.100.3,80,218931,0.455309,100,4.039878,4,4.49519,100,0,0.453478,4.950501,1,DDoS,UDP
2362765,tcp,192.168.100.149,45333,192.168.100.3,80,187225,0.107241,68,3.409974,3,3.517215,100,0,0.282446,3.624456,1,DDoS,TCP
715272,udp,192.168.100.148,26803,192.168.100.6,80,97995,1.550107,36,0,4,2.684794,36,0,0.236145,3.589737,1,DoS,UDP
1042275,udp,192.168.100.148,46403,192.168.100.6,80,162841,0.031892,100,3.508338,4,3.558424,100,0,0.280358,3.595691,1,DoS,UDP
1610331,udp,192.168.100.148,30904,192.168.100.6,80,206589,0.025506,87,3.987218,4,4.023283,87,0,0.24795,4.041897,1,DoS,UDP
2913918,udp,192.168.100.147,46200,192.168.100.3,80,23140,1.375074,100,1.957369,4,3.901958,100,0,1.024593,4.887245,1,DDoS,UDP
1620754,udp,192.168.100.149,14151,192.168.100.5,80,217012,1.709433,100,0,4,2.812059,100,0,0.278863,4.622732,1,DoS,UDP
2570348,tcp,192.168.100.147,31952,192.168.100.3,80,132661,0,93,0,3,0,100,0,0.071499,0,1,DDoS,TCP
1583395,udp,192.168.100.148,23935,192.168.100.6,80,179652,0.023556,100,3.993161,4,4.026366,100,0,0.247998,4.045074,1,DoS,UDP
1542919,udp,192.168.100.147,57354,192.168.100.7,80,139176,1.57365,47,0,4,2.725529,47,0,0.24675,3.652181,1,DoS,UDP
1715600,tcp,192.168.100.148,20866,192.168.100.3,80,64359,0,13,0,3,0,100,0,0.098768,0,1,DDoS,TCP
271196,tcp,192.168.100.148,44693,192.168.100.6,80,7566,0.014148,60,0,1,0.00982,60,0.037878,0.132284,0.034136,1,DoS,TCP
893179,udp,192.168.100.149,64959,192.168.100.5,80,13745,1.788647,46,0,4,3.097703,46,0,0.243482,4.168991,1,DoS,UDP
958702,udp,192.168.100.150,47205,192.168.100.3,80,79268,1.794814,100,0,4,3.589595,100,0,0.446804,4.494593,1,DoS,UDP
2017585,tcp,192.168.100.148,6428,192.168.100.3,80,104191,1.907041,86,0,3,2.649133,100,0,0.271561,4.411627,1,DDoS,TCP
1998741,tcp,192.168.100.148,64062,192.168.100.3,80,85347,1.621686,100,0,1,1.257003,100,0,0.267753,3.546756,1,DDoS,TCP
1726226,tcp,192.168.100.148,23499,192.168.100.3,80,74985,0.132788,100,0,1,0.132788,100,0,0.190893,0.265577,1,DDoS,TCP
3270689,udp,192.168.100.148,59706,192.168.100.3,80,117761,0.645342,100,2.773393,4,3.685558,100,0,0.724366,4.167466,1,DDoS,UDP
1977997,tcp,192.168.100.147,27755,192.168.100.3,80,64603,0.247856,48,3.01052,3,3.345937,100,0,0.294352,3.601806,1,DDoS,TCP
1823032,tcp,192.168.100.149,42224,192.168.100.3,80,171791,0,100,0.264926,1,0.264926,100,0,3.774639,0.264926,1,DDoS,TCP
3298073,udp,192.168.100.147,43354,192.168.100.3,80,145145,0.814776,100,2.98654,4,3.987144,100,0,1.002318,4.982302,1,DDoS,UDP
665814,udp,192.168.100.147,30950,192.168.100.7,80,48537,1.325876,34,0,4,1.325167,34,0,0.301288,2.733765,1,DoS,UDP
1444910,udp,192.168.100.150,63781,192.168.100.3,80,41167,1.909164,100,0,4,3.818279,100,0,0.626786,4.791308,1,DoS,UDP
588012,tcp,192.168.100.148,63682,192.168.100.6,80,62231,0.026291,100,0,1,0.026131,100,0.017721,0.053154,0.056362,1,DoS,TCP
846444,udp,192.168.100.150,1879,192.168.100.3,80,229167,0.716265,100,2.932403,4,4.162931,100,0,0.428312,4.715336,1,DoS,UDP
2183113,tcp,192.168.100.150,26487,192.168.100.3,80,7565,1.743584,54,0,1,2.46356,100,0,0.362045,3.786346,1,DDoS,TCP
1743071,tcp,192.168.100.149,20195,192.168.100.3,80,91830,0,86,0,3,0,100,0,0.094174,0,1,DDoS,TCP
2306103,tcp,192.168.100.148,15940,192.168.100.3,80,130563,1.547499,100,0,3,2.182649,100,0,0.307464,3.412407,1,DDoS,TCP
2634158,udp,192.168.100.147,7481,192.168.100.3,80,5541,1.735931,100,0,4,3.00668,100,0,0.838044,4.023216,1,DDoS,UDP
872642,udp,192.168.100.149,61311,192.168.100.5,80,255366,0.167513,100,4.108444,4,4.266491,100,0,0.235693,4.498344,1,DoS,UDP
2203505,tcp,192.168.100.149,3986,192.168.100.3,80,27963,1.695918,100,0,3,2.398342,100,0,0.28258,3.610681,1,DDoS,TCP
1485427,udp,192.168.100.150,22059,192.168.100.3,80,81684,1.92584,100,0,4,3.850387,100,0,0.571934,4.908338,1,DoS,UDP
143190,tcp,192.168.100.147,53859,192.168.100.7,80,141713,0,44,0,3,0,44,0,0.119737,0,1,DoS,TCP
2164866,tcp,192.168.100.150,4828,192.168.100.3,80,251473,2.014689,100,0,3,2.014689,100,0,0.140383,4.029379,1,DDoS,TCP
1948032,tcp,192.168.100.147,17486,192.168.100.3,80,34635,1.471126,50,0,1,2.498397,100,0,0.354732,3.642239,1,DDoS,TCP
2586355,tcp,192.168.100.147,38278,192.168.100.3,80,148668,0.108321,84,0,3,0.062539,100,0,0.09215,0.250156,1,DDoS,TCP
2834343,udp,192.168.100.148,28,192.168.100.3,80,205726,2.129113,100,0,4,2.98363,100,0,0.682383,4.826374,1,DDoS,UDP
942768,udp,192.168.100.149,7941,192.168.100.5,80,63334,0.026086,100,4.087203,4,4.122195,100,0,0.242885,4.149905,1,DoS,UDP
25130,tcp,192.168.100.148,8316,192.168.100.6,80,23653,0.023531,50,0,1,0.018514,50,0.04899,0.127679,0.056231,1,DoS,TCP
60445,tcp,192.168.100.149,8134,192.168.100.5,80,58968,0.02244,74,0,3,0.012956,74,0,0.104172,0.051824,1,DoS,TCP
2654467,udp,192.168.100.148,6691,192.168.100.3,80,25850,0.314912,100,3.481752,4,3.926945,100,0,0.532142,4.15983,1,DDoS,UDP
3260159,udp,192.168.100.149,50282,192.168.100.3,80,107231,1.95011,97,0,4,2.757764,100,0,0.484601,4.157664,1,DDoS,UDP
2187278,tcp,192.168.100.147,3861,192.168.100.3,80,11730,1.366049,58,0,1,2.364874,100,0.109006,0.484613,3.207198,1,DDoS,TCP
1378394,udp,192.168.100.149,25725,192.168.100.5,80,236806,1.726334,100,0,4,2.096286,100,0,0.245314,3.904535,1,DoS,UDP
305937,tcp,192.168.100.147,60927,192.168.100.7,80,42307,0,65,0,3,0,65,0,0.117628,0,1,DoS,TCP
43183,tcp,192.168.100.147,28043,192.168.100.7,80,41706,0,99,0,3,0,99,0,0.09338,0,1,DoS,TCP
45117,tcp,192.168.100.148,16580,192.168.100.6,80,43640,0.060666,66,0,1,0.03527,66,0.050083,0.127476,0.155526,1,DoS,TCP
3281646,udp,192.168.100.147,35567,192.168.100.3,80,128718,0.820492,100,2.985025,4,3.989669,100,0,1.002501,4.994812,1,DDoS,UDP
3260012,udp,192.168.100.147,23714,192.168.100.3,80,107084,0.822693,100,2.980193,4,3.983739,100,0,1.00307,4.995321,1,DDoS,UDP
1582554,udp,192.168.100.147,374,192.168.100.7,80,178811,0.04976,100,3.624776,4,3.663152,100,0,0.287131,3.748493,1,DoS,UDP
2165013,tcp,192.168.100.150,4949,192.168.100.3,80,251620,2.013738,100,0,3,2.013738,100,0,0.140448,4.027476,1,DDoS,TCP
883417,udp,192.168.100.147,31323,192.168.100.7,80,3983,0.458911,100,1.354722,4,2.380511,100,0,0.404801,2.599026,1,DoS,UDP
1952021,tcp,192.168.100.149,36680,192.168.100.3,80,38624,1.923819,100,0,3,2.720591,100,0,0.249978,4.101068,1,DDoS,TCP
3477328,udp,192.168.100.147,4726,192.168.100.3,80,62247,1.927413,100,0.899481,4,3.625238,100,0,0.938348,4.99603,1,DDoS,UDP
3185518,udp,192.168.100.150,41284,192.168.100.3,80,32590,0.973293,27,2.026737,4,3.403023,100,0,0.490372,4.109278,1,DDoS,UDP
2690353,udp,192.168.100.148,24874,192.168.100.3,80,61736,0.30023,100,3.499368,4,3.923837,100,0,0.60379,4.144828,1,DDoS,UDP
1290569,udp,192.168.100.147,54814,192.168.100.7,80,148980,1.84588,100,0,4,1.845317,100,0,0.190238,3.755107,1,DoS,UDP
2726724,udp,192.168.100.149,10563,192.168.100.3,80,98107,0.374692,81,4.064288,4,4.438981,100,0,0.366098,4.813673,1,DDoS,UDP
291556,tcp,192.168.100.147,56244,192.168.100.7,80,27926,0,100,0,3,0,100,0,0.120055,0,1,DoS,TCP
3051953,udp,192.168.100.148,21460,192.168.100.3,80,161175,0.637888,83,2.752194,4,3.654302,100,0,0.729596,4.106797,1,DDoS,UDP
3169125,udp,192.168.100.147,50459,192.168.100.3,80,16197,0.949026,100,2.968671,4,4.310776,100,0,1.003242,4.98832,1,DDoS,UDP
3312105,udp,192.168.100.148,5645,192.168.100.3,80,159177,0.645806,100,2.771044,4,3.683482,100,0,0.724953,4.174204,1,DDoS,UDP
2459918,tcp,192.168.100.150,14468,192.168.100.3,80,22230,0.109214,82,0,1,0.077174,100,0.133771,0.153217,0.238455,1,DDoS,TCP
2847722,udp,192.168.100.150,47237,192.168.100.3,80,219105,0.437906,100,4.036066,4,4.473975,100,0,0.45578,4.911884,1,DDoS,UDP
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
73370440,tcp,192.168.100.5,0,192.168.100.3,0,5,0.66343,14,3.4455,5942,0,4223674,0,47.984787,0,0,Normal,Normal
73370441,udp,192.168.100.7,365,192.168.100.3,565,6,0.600474,17,5.43422,5323,0,319380,0,42.989494,0,0,Normal,Normal
73370443,tcp,192.168.100.3,41307,52.64.239.193,8883,9,0.69786,10,2.222,48,48,37748,3168,0.821691,0.4085,0,Normal,Normal
73370434,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000315,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370437,udp,192.168.100.147,50458,116.206.80.123,123,262166,0.64739,27,4.7456,1,1,90,0,141.183105,0,0,Normal,Normal
73000385,udp,192.168.100.148,40116,192.168.100.7,80,154210,0.645806,32,3.5684,2,0,543,0,4784.688965,0,0,Normal,Normal
73370436,tcp,192.168.100.46,80,192.168.100.5,80,1,0.67393,15,2.4785,9904,0,9267118,0,79.974998,0,0,Normal,Normal
73370437,udp,192.168.100.46,3456,192.168.100.5,80,2,0.64739,27,4.7456,9903,9903,9410581,9857271,159.957977,79.974945,0,Normal,Normal
73370438,tcp,192.168.100.55,8080,192.168.100.3,80,3,0.69786,10,2.222,9903,9903,9961841,9339541,159.957977,79.974953,0,Normal,Normal
73370439,udp,192.168.100.46,80,192.168.100.5,80,4,0.600474,17,5.43422,9903,0,9501175,0,79.977333,0,0,Normal,Normal
